key,locale,value,type,section,parent
auth.erro.email_registado,pt,Este e-mail já está registado.,text,Autenticação,
auth.erro.email_registado,en,This email is already registered.,text,Autenticação,
auth.erro.dados,pt,Dados inválidos. Verifica os campos.,text,Autenticação,
auth.erro.dados,en,Invalid data. Please check the fields.,text,Autenticação,
auth.erro.generico,pt,Ocorreu um erro. Tenta novamente.,text,Autenticação,
auth.erro.generico,en,An error occurred. Please try again.,text,Autenticação,
booking.passo.1,pt,Escolhe o serviço,text,Booking,
booking.passo.1,en,Choose service,text,Booking,
booking.passo.2,pt,Escolhe a data e hora,text,Booking,
booking.passo.2,en,Choose date and time,text,Booking,
booking.passo.3,pt,Confirma a marcação,text,Booking,
booking.passo.3,en,Confirm booking,text,Booking,
booking.data.outra,pt,Outra data,text,Booking,
booking.data.outra,en,Another date,text,Booking,
booking.sem_data,pt,Escolhe uma data para ver os horários disponíveis.,richtext,Booking,
booking.sem_data,en,Choose a date to see available slots.,richtext,Booking,
booking.sem_horarios,pt,Sem horários disponíveis para esta data.,text,Booking,
booking.sem_horarios,en,No available slots for this date.,text,Booking,
booking.resumo.titulo,pt,Resumo,text,Booking,
booking.resumo.titulo,en,Summary,text,Booking,
booking.resumo.servico,pt,Serviço:,text,Booking,
booking.resumo.servico,en,Service:,text,Booking,
booking.resumo.data,pt,Data:,text,Booking,
booking.resumo.data,en,Date:,text,Booking,
booking.resumo.hora,pt,Hora:,text,Booking,
booking.resumo.hora,en,Time:,text,Booking,
booking.resumo.cliente,pt,Cliente:,text,Booking,
booking.resumo.cliente,en,Client:,text,Booking,
booking.confirmar,pt,Confirmar marcação,text,Booking,
booking.confirmar,en,Confirm booking,text,Booking,
booking.sucesso.titulo,pt,Marcação confirmada!,text,Booking,
booking.sucesso.titulo,en,Booking confirmed!,text,Booking,
booking.sucesso.mensagem,pt,Vemo-nos em breve. Podes gerir as tuas marcações no Dashboard.,richtext,Booking,
booking.sucesso.mensagem,en,See you soon. You can manage your bookings in the Dashboard.,richtext,Booking,
booking.sucesso.ver,pt,Ver as minhas marcações,text,Booking,
booking.sucesso.ver,en,View my bookings,text,Booking,
booking.sucesso.nova,pt,Nova marcação,text,Booking,
booking.sucesso.nova,en,New booking,text,Booking,
edit.titulo,pt,Editar marcação,text,Booking,
edit.titulo,en,Edit booking,text,Booking,
edit.nova_data,pt,Nova data,text,Booking,
edit.nova_data,en,New date,text,Booking,
edit.nova_hora,pt,Nova hora,text,Booking,
edit.nova_hora,en,New time,text,Booking,
edit.guardar,pt,Guardar alterações,text,Booking,
edit.guardar,en,Save changes,text,Booking,
cancel.titulo,pt,Cancelar marcação,text,Booking,
cancel.titulo,en,Cancel Booking,text,Booking,
cancel.nao_encontrada,pt,Marcação não encontrada,text,Booking,
cancel.nao_encontrada,en,Booking not found,text,Booking,
cancel.nao_encontrada.mensagem,pt,Este link pode ter expirado ou já sido utilizado.,richtext,Booking,
cancel.nao_encontrada.mensagem,en,This link may have expired or already been used.,richtext,Booking,
cancel.ja_cancelada,pt,Esta marcação já foi cancelada.,text,Booking,
cancel.ja_cancelada,en,This booking has already been cancelled.,text,Booking,
cancel.ja_concluida,pt,Esta marcação já foi concluída.,text,Booking,
cancel.ja_concluida,en,This booking has already been completed.,text,Booking,
cancel.confirmar_texto,pt,Tens a certeza que queres cancelar esta marcação?,richtext,Booking,
cancel.confirmar_texto,en,Are you sure you want to cancel this booking?,richtext,Booking,
cancel.erro,pt,Erro ao cancelar. Tenta novamente.,text,Booking,
cancel.erro,en,Error cancelling. Please try again.,text,Booking,
cancel.confirmar_btn,pt,Sim cancelar marcação,text,Booking,
cancel.confirmar_btn,en,Yes cancel booking,text,Booking,
cancel.sucesso.titulo,pt,Marcação cancelada,text,Booking,
cancel.sucesso.titulo,en,Booking cancelled,text,Booking,
cancel.sucesso.mensagem,pt,A tua marcação foi cancelada com sucesso.,richtext,Booking,
cancel.sucesso.mensagem,en,Your booking has been successfully cancelled.,richtext,Booking,
dashboard.ola,pt,Olá,text,Dashboard,
dashboard.ola,en,Hello,text,Dashboard,
dashboard.nova_marcacao,pt,Nova marcação,text,Dashboard,
dashboard.nova_marcacao,en,New booking,text,Dashboard,
dashboard.proximas.titulo,pt,Próximas marcações,text,Dashboard,
dashboard.proximas.titulo,en,Upcoming bookings,text,Dashboard,
dashboard.nenhuma,pt,Nenhuma marcação futura.,text,Dashboard,
dashboard.nenhuma,en,No upcoming bookings.,text,Dashboard,
dashboard.pode_cancelar,pt,Podes cancelar até 24h antes.,text,Dashboard,
dashboard.pode_cancelar,en,You can cancel up to 24h before.,text,Dashboard,
dashboard.carregando,pt,A carregar marcações…,text,Dashboard,
dashboard.carregando,en,Loading bookings…,text,Dashboard,
dashboard.erro,pt,Erro ao carregar.,text,Dashboard,
dashboard.erro,en,Error loading.,text,Dashboard,
dashboard.erro.reload,pt,Recarrega a página.,text,Dashboard,
dashboard.erro.reload,en,Reload the page.,text,Dashboard,
dashboard.sem_marcacoes,pt,Ainda não tens marcações.,text,Dashboard,
dashboard.sem_marcacoes,en,You have no bookings yet.,text,Dashboard,
dashboard.marcar_agora,pt,Marcar agora,text,Dashboard,
dashboard.marcar_agora,en,Book now,text,Dashboard,
dashboard.historico.titulo,pt,Histórico,text,Dashboard,
dashboard.historico.titulo,en,History,text,Dashboard,
dashboard.historico.carregando,pt,A carregar histórico…,text,Dashboard,
dashboard.historico.carregando,en,Loading history…,text,Dashboard,
dashboard.historico.contagem,pt,marcações anteriores,text,Dashboard,
dashboard.historico.contagem,en,previous bookings,text,Dashboard,
dashboard.conta.titulo,pt,Dados da conta,text,Dashboard,
dashboard.conta.titulo,en,Account details,text,Dashboard,
dashboard.sucesso,pt,Dados actualizados com sucesso.,text,Dashboard,
dashboard.sucesso,en,Details updated successfully.,text,Dashboard,
dashboard.cancelar_dialog.titulo,pt,Cancelar marcação?,text,Dashboard,
dashboard.cancelar_dialog.titulo,en,Cancel booking?,text,Dashboard,
dashboard.cancelar_dialog.texto,pt,Esta acção não pode ser desfeita. Tens a certeza?,richtext,Dashboard,
dashboard.cancelar_dialog.texto,en,This action cannot be undone. Are you sure?,richtext,Dashboard,
dashboard.cancelar_dialog.sim,pt,Sim cancelar,text,Dashboard,
dashboard.cancelar_dialog.sim,en,Yes cancel,text,Dashboard,
dashboard.cancelar_dialog.nao,pt,Não manter,text,Dashboard,
dashboard.cancelar_dialog.nao,en,No keep it,text,Dashboard,
pwa.titulo,pt,Instala a app!,text,PWA,
pwa.titulo,en,Install the app!,text,PWA,
pwa.subtitulo,pt,Acesso rápido às tuas marcações.,text,PWA,
pwa.subtitulo,en,Quick access to your bookings.,text,PWA,
pwa.como,pt,Como instalar,text,PWA,
pwa.como,en,How to install,text,PWA,
pwa.instalar,pt,Instalar,text,PWA,
pwa.instalar,en,Install,text,PWA,
pwa.ios.partilhar,pt,Partilhar,text,PWA,
pwa.ios.partilhar,en,Share,text,PWA,
pwa.ios.ecra,pt,Adicionar ao ecrã inicial,text,PWA,
pwa.ios.ecra,en,Add to Home Screen,text,PWA,
pwa.chrome.mensagem,pt,Abre este site no Chrome para instalar a app.,richtext,PWA,
pwa.chrome.mensagem,en,Open this site in Chrome to install the app.,richtext,PWA,
seo.home.titulo,pt,Barbearia Tiago Fernandes · Braga,text,SEO,
seo.home.titulo,en,Tiago Fernandes Barbershop · Braga,text,SEO,
seo.home.descricao,pt,"Barbearia em Braga. Degradê, barba, cortes clássicos. Marca a tua consulta online em segundos. Ter–Sáb 9h–19h.",richtext,SEO,
seo.home.descricao,en,"Barbershop in Braga. Fade, beard, classic cuts. Book your appointment online in seconds. Tue–Sat 9am–7pm.",richtext,SEO,
seo.galeria.titulo,pt,Galeria de trabalhos · Barbearia Tiago Fernandes,text,SEO,
seo.galeria.titulo,en,Gallery · Tiago Fernandes Barbershop,text,SEO,
seo.galeria.descricao,pt,Vê os nossos trabalhos mais recentes. Cortes modernos e clássicos em Braga.,richtext,SEO,
seo.galeria.descricao,en,See our most recent work. Modern and classic cuts in Braga.,richtext,SEO,
seo.sobre.titulo,pt,Sobre nós · Barbearia Tiago Fernandes,text,SEO,
seo.sobre.titulo,en,About us · Tiago Fernandes Barbershop,text,SEO,
seo.sobre.descricao,pt,Conhece a nossa história e os nossos serviços. Barbearia de confiança em Braga.,richtext,SEO,
seo.sobre.descricao,en,Learn about our story and services. Trusted barbershop in Braga.,richtext,SEO,
seo.dashboard.titulo,pt,A minha conta,text,SEO,
seo.dashboard.titulo,en,My account,text,SEO,
seo.cancelar.titulo,pt,Cancelar marcação,text,SEO,
seo.cancelar.titulo,en,Cancel booking,text,SEO,
app.bem_vindo,pt,Bem-vindo,text,App,
app.bem_vindo,en,Welcome,text,App,
app.a_mudar_lingua,pt,A mudar de língua…,text,App,
app.a_mudar_lingua,en,Switching language…,text,App,
hero.logo,en,/logo.png,image,Hero,Homepage
hero.stat1.valor,en,7+,text,Hero,Homepage
hero.stat2.valor,en,2k+,text,Hero,Homepage
hero.stat3.valor,en,5.0,text,Hero,Homepage
contacto.morada1,en,Rua de Exemplo 25,text,Contacto,Homepage
contacto.morada2,en,4700-000 Braga,text,Contacto,Homepage
contacto.telefone,en,+351 912 345 678,phone,Contacto,Homepage
contacto.telefone.href,en,+351912345678,phone,Contacto,Homepage
redes.instagram,en,#,url,Redes Sociais,Homepage
redes.facebook,en,#,url,Redes Sociais,Homepage
redes.whatsapp,en,#,url,Redes Sociais,Homepage
galeria.foto.1,en,/placeholder.jpg,image,Galeria,
galeria.foto.2,en,/placeholder.jpg,image,Galeria,
galeria.foto.3,en,/placeholder.jpg,image,Galeria,
galeria.foto.4,en,/placeholder.jpg,image,Galeria,
galeria.foto.5,en,/placeholder.jpg,image,Galeria,
galeria.foto.6,en,/placeholder.jpg,image,Galeria,
galeria.foto.7,en,/placeholder.jpg,image,Galeria,
galeria.foto.8,en,/placeholder.jpg,image,Galeria,
galeria.foto.9,en,/placeholder.jpg,image,Galeria,
sobre.foto,en,/logo.png,image,Sobre,
pwa.ios.texto_pre,pt,No Safari toca em,text,PWA,
pwa.ios.texto_pre,en,In Safari tap,text,PWA,
pwa.ios.texto_mid,pt,e depois em,text,PWA,
pwa.ios.texto_mid,en,and then,text,PWA,
site.url,pt,https://barbearia-tiago.pt,url,SEO,
site.url,en,https://barbearia-tiago.pt,url,SEO,
seo.og_image,pt,https://barbearia-tiago.pt/pwa-512x512.png,image,SEO,
seo.og_image,en,https://barbearia-tiago.pt/pwa-512x512.png,image,SEO,
